0.1 ; 181.515 ; 857.497
0.2 ; 182.29 ; 838.601
0.3 ; 183.455 ; 820.231
0.4 ; 185.009 ; 802.42
0.5 ; 186.948 ; 785.198
0.6 ; 189.271 ; 768.59
0.7 ; 191.978 ; 752.62
0.8 ; 195.071 ; 737.305
0.9 ; 198.551 ; 722.663
1 ; 202.42 ; 708.706
1.1 ; 206.681 ; 695.447
1.2 ; 211.337 ; 682.895
1.3 ; 216.392 ; 671.058
1.4 ; 221.85 ; 659.943
1.5 ; 227.715 ; 649.555
1.6 ; 233.989 ; 639.901
1.7 ; 240.677 ; 630.985
1.8 ; 247.78 ; 622.81
1.9 ; 255.299 ; 615.381
2 ; 263.237 ; 608.703
2.1 ; 271.592 ; 602.778
2.2 ; 280.362 ; 597.613
2.3 ; 289.543 ; 593.213
2.4 ; 299.13 ; 589.582
2.5 ; 309.113 ; 586.727
2.6 ; 319.484 ; 584.655
2.7 ; 330.226 ; 583.374
2.8 ; 341.326 ; 582.892
2.9 ; 352.761 ; 583.22
3 ; 364.509 ; 584.367
3.1 ; 376.544 ; 586.346
3.2 ; 388.833 ; 589.168
3.3 ; 401.341 ; 592.846
3.4 ; 414.031 ; 597.396
3.5 ; 426.857 ; 602.831
3.6 ; 439.773 ; 609.168
3.7 ; 452.727 ; 616.423
3.8 ; 465.663 ; 624.612
3.9 ; 478.521 ; 633.752
4 ; 491.239 ; 643.861
4.1 ; 503.749 ; 654.955
4.2 ; 515.983 ; 667.05
4.3 ; 527.867 ; 680.162
4.4 ; 539.328 ; 694.305
4.5 ; 550.291 ; 709.491
4.6 ; 560.678 ; 725.731
4.7 ; 570.412 ; 743.033
4.8 ; 579.417 ; 761.399
4.9 ; 587.616 ; 780.831
5 ; 594.937 ; 801.323
5.1 ; 601.306 ; 822.864
5.2 ; 606.657 ; 845.438
5.3 ; 610.925 ; 869.02
5.4 ; 614.049 ; 893.575
5.5 ; 615.978 ; 919.06
5.6 ; 616.662 ; 945.421
5.7 ; 616.062 ; 972.593
5.8 ; 614.146 ; 1000.49
5.9 ; 610.89 ; 1029.03
6 ; 606.281 ; 1058.1
6.1 ; 600.316 ; 1087.57
6.2 ; 593.002 ; 1117.3
6.3 ; 584.358 ; 1147.13
6.4 ; 574.417 ; 1176.89
6.5 ; 563.224 ; 1206.38
6.6 ; 550.836 ; 1235.39
6.7 ; 537.325 ; 1263.7
6.8 ; 522.775 ; 1291.07
6.9 ; 507.284 ; 1317.26
7 ; 490.962 ; 1342
7.1 ; 473.928 ; 1365.05
7.2 ; 456.314 ; 1386.13
7.3 ; 438.258 ; 1405.02
7.4 ; 419.904 ; 1421.48
7.5 ; 401.398 ; 1435.28
7.6 ; 382.888 ; 1446.25
7.7 ; 364.517 ; 1454.23
7.8 ; 346.425 ; 1459.1
7.9 ; 328.738 ; 1460.78
8 ; 311.576 ; 1459.24
8.1 ; 295.041 ; 1454.5
8.2 ; 279.221 ; 1446.62
8.3 ; 264.188 ; 1435.69
8.4 ; 249.995 ; 1421.86
8.5 ; 236.681 ; 1405.31
8.6 ; 224.267 ; 1386.24
8.7 ; 212.761 ; 1364.89
8.8 ; 202.158 ; 1341.5
8.9 ; 192.442 ; 1316.33
9 ; 183.59 ; 1289.62
9.1 ; 175.571 ; 1261.65
9.2 ; 168.35 ; 1232.65
9.3 ; 161.89 ; 1202.87
9.4 ; 156.152 ; 1172.51
9.5 ; 151.096 ; 1141.81
9.6 ; 146.686 ; 1110.93
9.7 ; 142.884 ; 1080.05
9.8 ; 139.657 ; 1049.33
9.9 ; 136.973 ; 1018.89
10 ; 134.805 ; 988.866
10.1 ; 133.126 ; 959.352
10.2 ; 131.915 ; 930.438
10.3 ; 131.153 ; 902.198
10.4 ; 130.823 ; 874.694
10.5 ; 130.912 ; 847.979
10.6 ; 131.411 ; 822.092
10.7 ; 132.31 ; 797.069
10.8 ; 133.606 ; 772.933
10.9 ; 135.295 ; 749.704
11 ; 137.376 ; 727.394
11.1 ; 139.851 ; 706.013
11.2 ; 142.724 ; 685.563
11.3 ; 145.999 ; 666.045
11.4 ; 149.685 ; 647.458
11.5 ; 153.788 ; 629.798
11.6 ; 158.32 ; 613.057
11.7 ; 163.292 ; 597.228
11.8 ; 168.716 ; 582.303
11.9 ; 174.604 ; 568.273
12 ; 180.973 ; 555.129
12.1 ; 187.835 ; 542.861
12.2 ; 195.207 ; 531.461
12.3 ; 203.104 ; 520.919
12.4 ; 211.541 ; 511.228
12.5 ; 220.532 ; 502.381
12.6 ; 230.092 ; 494.371
12.7 ; 240.233 ; 487.195
12.8 ; 250.968 ; 480.848
12.9 ; 262.305 ; 475.329
13 ; 274.253 ; 470.636
13.1 ; 286.815 ; 466.772
13.2 ; 299.994 ; 463.739
13.3 ; 313.787 ; 461.542
13.4 ; 328.188 ; 460.188
13.5 ; 343.185 ; 459.685
13.6 ; 358.762 ; 460.045
13.7 ; 374.897 ; 461.28
13.8 ; 391.561 ; 463.407
13.9 ; 408.72 ; 466.442
14 ; 426.331 ; 470.406
14.1 ; 444.345 ; 475.32
14.2 ; 462.706 ; 481.21
14.3 ; 481.35 ; 488.102
14.4 ; 500.204 ; 496.025
14.5 ; 519.189 ; 505.01
14.6 ; 538.22 ; 515.092
14.7 ; 557.203 ; 526.304
14.8 ; 576.039 ; 538.685
14.9 ; 594.621 ; 552.272
15 ; 612.841 ; 567.106
15.1 ; 630.582 ; 583.227
15.2 ; 647.727 ; 600.676
15.3 ; 664.156 ; 619.495
15.4 ; 679.747 ; 639.722
15.5 ; 694.378 ; 661.399
15.6 ; 707.927 ; 684.56
15.7 ; 720.276 ; 709.24
15.8 ; 731.308 ; 735.466
15.9 ; 740.91 ; 763.264
16 ; 748.975 ; 792.648
16.1 ; 755.402 ; 823.626
16.2 ; 760.096 ; 856.194
16.3 ; 762.972 ; 890.336
16.4 ; 763.953 ; 926.021
16.5 ; 762.972 ; 963.2
16.6 ; 759.974 ; 1001.8
16.7 ; 754.916 ; 1041.74
16.8 ; 747.77 ; 1082.89
16.9 ; 738.522 ; 1125.11
17 ; 727.175 ; 1168.22
17.1 ; 713.75 ; 1212.
